encoder,regime,L,lang,acc_mean,acc_std,f1_mean,f1_std,n_seeds,n_test,role,acc_lo,acc_hi,f1_lo,f1_hi
comet-wmt22-comet-da-MOCK,probe_per_length,64,hu,0.8703703703703703,0.03207501495497916,0.37044595616024184,0.014597404765225216,3,36,comet,0.8055555555555556,0.9722222222222222,0.3165667665667666,0.41836211407639984
comet-wmt22-comet-da-MOCK,probe_per_length,128,hu,0.9907407407407408,0.016037507477489565,0.4245401864449483,0.006982316180675719,3,36,comet,0.9166666666666666,1.0,0.3586805555555555,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,256,hu,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,512,hu,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,16,it,0.6944444444444443,0.0,0.2903170022217641,0.004220231153027823,3,36,comet,0.5555555555555556,0.8756944444444438,0.2128384115884116,0.34931150237872927
comet-wmt22-comet-da-MOCK,probe_per_length,32,it,0.8796296296296297,0.03207501495497917,0.3771352985638699,0.014108599438474256,3,36,comet,0.75,0.9722222222222222,0.29125463821892394,0.40919929743459155
comet-wmt22-comet-da-MOCK,probe_per_length,64,it,0.9444444444444443,0.0,0.40473670949861423,0.000610952665809147,3,36,comet,0.8611111111111112,1.0,0.34370129870129873,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,128,it,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,256,it,0.9814814814814815,0.016037507477489596,0.420508944318468,0.006982316180675719,3,36,comet,0.9166666666666666,1.0,0.35119047619047616,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,512,it,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,16,nl,0.5370370370370371,0.08929306260178661,0.2365586794158222,0.034234178132077665,3,36,comet,0.3333333333333333,0.6256944444444438,0.14150373280625386,0.2674948464234178
comet-wmt22-comet-da-MOCK,probe_per_length,32,nl,0.8333333333333334,0.02777777777777779,0.35516502897455277,0.013840268626307311,3,36,comet,0.707638888888889,0.9312499999999994,0.2760778110778111,0.39923790495219064
comet-wmt22-comet-da-MOCK,probe_per_length,64,nl,0.9351851851851851,0.016037507477489565,0.4003527336860669,0.006982316180675719,3,36,comet,0.8055555555555556,1.0,0.31292232044332885,0.4214418914418914
comet-wmt22-comet-da-MOCK,probe_per_length,128,nl,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,256,nl,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,probe_per_length,512,nl,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,all,0.5925925925925926,0.022452510468485495,0.2540124771803251,0.009643603243209183,3,180,raw,0.5166666666666667,0.6555555555555556,0.21601217673655215,0.2782002941625089
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,all,0.8166666666666665,0.01924500897298754,0.35055653046610297,0.00820783813972147,3,180,raw,0.7722222222222223,0.8833333333333333,0.3303912283096957,0.3764610599564885
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,all,0.9185185185185185,0.013981174880130981,0.39369320050255235,0.006098571171956971,3,180,raw,0.8722222222222222,0.9555555555555556,0.3730843568536474,0.4105122073974072
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,all,0.985185185185185,0.0032075014954979415,0.4222127767974091,0.0014283948769415638,3,180,raw,0.9722222222222222,1.0,0.4168950387695056,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,all,0.9962962962962963,0.0032075014954979736,0.42698313430020746,0.0013755031875627162,3,180,raw,0.9833333333333333,1.0,0.42062879205736353,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,all,1.0,0.0,0.42857142857142855,0.0,3,180,raw,1.0,1.0,0.42857142857142855,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,en,0.6666666666666666,0.02777777777777779,0.27942234132710314,0.01069076242657849,3,36,raw,0.5,0.8333333333333334,0.19600630850630849,0.32805606430606427
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,en,0.7962962962962963,0.016037507477489596,0.3431594860166289,0.007459000144839028,3,36,raw,0.6798611111111112,0.9312499999999994,0.26583913110698826,0.3949170274170274
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,en,0.9629629629629629,0.01603750747748965,0.4124464600655076,0.006982316180675774,3,36,raw,0.8333333333333334,1.0,0.3325,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,en,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.9166666666666666,1.0,0.35768140589569164,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,en,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,en,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,fr,0.4537037037037037,0.01603750747748961,0.18009935390887766,0.005841911960507711,3,36,raw,0.3055555555555556,0.6388888888888888,0.1025784202569917,0.2235577222341928
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,fr,0.7962962962962963,0.04243125643477628,0.33780205684967585,0.02221407692399358,3,36,raw,0.6944444444444444,0.9444444444444444,0.274232572982573,0.40109563055991626
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,fr,0.9166666666666666,0.02777777777777779,0.3925422020660115,0.011999368133898175,3,36,raw,0.8055555555555556,1.0,0.311446978946979,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,fr,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,fr,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,fr,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,hu,0.5648148148148149,0.016037507477489596,0.24286974048878804,0.006862229569349239,3,36,raw,0.4020833333333335,0.75,0.17173086173086174,0.29953231292517
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,hu,0.75,0.0,0.3241908884766027,0.0014460535499183926,3,36,raw,0.6111111111111112,0.8756944444444438,0.2346159016966471,0.37034340659340664
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,hu,0.851851851851852,0.016037507477489596,0.36118669690098254,0.00904127380456888,3,36,raw,0.75,0.9722222222222222,0.2954558767951625,0.40611214182642746
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,hu,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.9166666666666666,1.0,0.3586805555555555,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,hu,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,hu,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,it,0.7222222222222222,0.0,0.30663093520236373,0.004609392750187581,3,36,raw,0.596527777777778,0.8888888888888888,0.22334389525040785,0.36488828864879286
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,it,0.9166666666666666,0.02777777777777779,0.39276895943562606,0.011472887991087496,3,36,raw,0.8055555555555556,0.9868055555555549,0.31937229437229436,0.4209290709290709
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,it,0.9444444444444443,0.0,0.4043839758125472,0.0,3,36,raw,0.8611111111111112,1.0,0.34370129870129873,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,it,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,it,0.9814814814814815,0.016037507477489596,0.420508944318468,0.006982316180675719,3,36,raw,0.9166666666666666,1.0,0.35119047619047616,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,it,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,16,nl,0.5555555555555555,0.07349309197401642,0.24363273410892453,0.028153986652938987,3,36,raw,0.3611111111111111,0.6666666666666666,0.1508649198648093,0.27929623617123617
xlmr-xlm-roberta-large-MOCK,probe_per_length,32,nl,0.8240740740740741,0.016037507477489596,0.35135252754300367,0.009844717653260207,3,36,raw,0.707638888888889,0.9312499999999994,0.2786349298849299,0.3969643782143782
xlmr-xlm-roberta-large-MOCK,probe_per_length,64,nl,0.9166666666666666,0.02777777777777779,0.39270597127739976,0.011475792477721422,3,36,raw,0.8055555555555556,1.0,0.31292232044332885,0.4214418914418914
xlmr-xlm-roberta-large-MOCK,probe_per_length,128,nl,0.9814814814814815,0.01603750747748965,0.420508944318468,0.006982316180675719,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,256,nl,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,probe_per_length,512,nl,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,all,0.5962962962962962,0.016972502573910586,0.2557400399018767,0.006857376562980862,3,180,comet,0.5248611111111112,0.6666666666666666,0.22056987064881542,0.2861695488011879
comet-wmt22-comet-da-MOCK,train_short,32,all,0.7481481481481481,0.016037507477489596,0.3202161576156097,0.007442591509756515,3,180,comet,0.6804166666666668,0.8029166666666666,0.2875205325683556,0.3410706581452806
comet-wmt22-comet-da-MOCK,train_short,64,all,0.9222222222222222,0.005555555555555591,0.3953119697194148,0.002445248767296143,3,180,comet,0.8833333333333333,0.9611111111111111,0.37668517875621926,0.41058642976083737
comet-wmt22-comet-da-MOCK,train_short,128,all,0.9648148148148149,0.00848625128695524,0.4136218580467319,0.0035679906296088577,3,180,comet,0.9222222222222223,0.9833333333333333,0.394499150768315,0.42108368227593995
comet-wmt22-comet-da-MOCK,train_short,256,all,0.9833333333333331,0.0,0.4214863176348,6.16348812034623e-05,3,180,comet,0.9611111111111111,1.0,0.4112430734485302,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,all,0.9944444444444444,0.0,0.4261889871645969,0.0,3,180,comet,0.9833333333333333,1.0,0.42063985275807936,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,en,0.6851851851851851,0.042431256434776334,0.28809065713827614,0.01921382748080626,3,36,comet,0.5833333333333334,0.8611111111111112,0.21725363921792495,0.36148592809307095
comet-wmt22-comet-da-MOCK,train_short,32,en,0.7592592592592592,0.016037507477489596,0.31928353833115736,0.006317186572718665,3,36,comet,0.6111111111111112,0.8888888888888888,0.2277922077922078,0.3647217498110355
comet-wmt22-comet-da-MOCK,train_short,64,en,0.9351851851851851,0.016037507477489613,0.40041572184429325,0.006873217490352695,3,36,comet,0.8611111111111112,1.0,0.33142857142857146,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,128,en,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,256,en,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,en,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,fr,0.49074074074074076,0.01603750747748962,0.19562967896301223,0.011780794899287707,3,36,comet,0.3333333333333333,0.6666666666666666,0.11327922077922081,0.236539294039294
comet-wmt22-comet-da-MOCK,train_short,32,fr,0.75,0.0,0.31806958473625135,0.00258152370336582,3,36,comet,0.5833333333333334,0.8756944444444438,0.22266173641173642,0.3627056078841793
comet-wmt22-comet-da-MOCK,train_short,64,fr,0.9259259259259259,0.01603750747748965,0.39651045603426543,0.006982316180675814,3,36,comet,0.8333333333333334,1.0,0.3401190476190476,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,128,fr,0.9814814814814815,0.016037507477489603,0.420508944318468,0.006982316180675719,3,36,comet,0.9166666666666666,1.0,0.3537628384687208,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,256,fr,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,fr,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,hu,0.5740740740740741,0.016037507477489596,0.24458301839254215,0.010081876026771044,3,36,comet,0.4166666666666667,0.75,0.1762570861678005,0.3045541165184022
comet-wmt22-comet-da-MOCK,train_short,32,hu,0.6759259259259259,0.08486251286955257,0.2885647861838338,0.0342968329289481,3,36,comet,0.5555555555555556,0.8333333333333334,0.20034627409627412,0.34179312750741314
comet-wmt22-comet-da-MOCK,train_short,64,hu,0.898148148148148,0.016037507477489596,0.38384983623078855,0.007720611461851671,3,36,comet,0.7777777777777778,0.9722222222222222,0.30949214841132133,0.4174397031539889
comet-wmt22-comet-da-MOCK,train_short,128,hu,0.9351851851851851,0.016037507477489565,0.40041572184429325,0.006873217490352719,3,36,comet,0.8055555555555556,1.0,0.31490079365079365,0.4212638994991936
comet-wmt22-comet-da-MOCK,train_short,256,hu,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,comet,0.9166666666666666,1.0,0.3550595238095238,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,hu,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,it,0.6944444444444443,0.0,0.2903170022217641,0.004220231153027823,3,36,comet,0.5555555555555556,0.8756944444444438,0.2128384115884116,0.34931150237872927
comet-wmt22-comet-da-MOCK,train_short,32,it,0.8611111111111112,0.0555555555555555,0.3655202821869488,0.025499993290709518,3,36,comet,0.6798611111111112,0.9166666666666666,0.25420210508445806,0.39254689754689753
comet-wmt22-comet-da-MOCK,train_short,64,it,0.9259259259259259,0.016037507477489596,0.3966742252456538,0.006697771101096227,3,36,comet,0.8333333333333334,1.0,0.3171230158730159,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,128,it,0.9351851851851851,0.016037507477489565,0.400352733686067,0.006982316180675719,3,36,comet,0.8333333333333334,1.0,0.3171230158730159,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,256,it,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,comet,0.9166666666666666,1.0,0.3492063492063492,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,it,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,comet,0.9166666666666666,1.0,0.3493154761904762,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,16,nl,0.5370370370370371,0.08929306260178661,0.2365586794158222,0.034234178132077665,3,36,comet,0.3333333333333333,0.6256944444444438,0.14150373280625386,0.2674948464234178
comet-wmt22-comet-da-MOCK,train_short,32,nl,0.6944444444444443,0.0,0.288553333791429,0.004366066408243544,3,36,comet,0.5277777777777778,0.8055555555555556,0.2253744209007367,0.328760234863176
comet-wmt22-comet-da-MOCK,train_short,64,nl,0.9259259259259259,0.016037507477489603,0.39599395313681024,0.008182401774229412,3,36,comet,0.8055555555555556,1.0,0.3183219954648526,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,128,nl,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,comet,0.8888888888888888,1.0,0.3442857142857143,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,256,nl,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,comet,0.8888888888888888,1.0,0.3442857142857143,0.42857142857142855
comet-wmt22-comet-da-MOCK,train_short,512,nl,1.0,0.0,0.42857142857142855,0.0,3,36,comet,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,all,0.5925925925925926,0.022452510468485495,0.2540124771803251,0.009643603243209183,3,180,raw,0.5166666666666667,0.6555555555555556,0.21601217673655215,0.2782002941625089
xlmr-xlm-roberta-large-MOCK,train_short,32,all,0.7537037037037037,0.011564811108145187,0.3224302461858062,0.005221833082443307,3,180,raw,0.6804166666666668,0.8055555555555556,0.2898097786243769,0.343696420582849
xlmr-xlm-roberta-large-MOCK,train_short,64,all,0.9148148148148149,0.0195104699126902,0.39199669493029093,0.008323895525894914,3,180,raw,0.8748611111111112,0.9555555555555556,0.37267194877953486,0.40838463782047646
xlmr-xlm-roberta-large-MOCK,train_short,128,all,0.9648148148148149,0.0032075014954979176,0.4136601472836274,0.0013940632918426937,3,180,raw,0.9277777777777778,0.9888888888888889,0.3971288977005019,0.42302789149020975
xlmr-xlm-roberta-large-MOCK,train_short,256,all,0.985185185185185,0.0032075014954979415,0.4222663009292089,0.0013828187139122232,3,180,raw,0.9722222222222222,1.0,0.4160419716254261,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,512,all,0.9944444444444444,0.0,0.4261889871645969,0.0,3,180,raw,0.9833333333333333,1.0,0.42060287203144353,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,en,0.6666666666666666,0.02777777777777779,0.27942234132710314,0.01069076242657849,3,36,raw,0.5,0.8333333333333334,0.19600630850630849,0.32805606430606427
xlmr-xlm-roberta-large-MOCK,train_short,32,en,0.7592592592592592,0.016037507477489596,0.32011956297670574,0.006242008892744127,3,36,raw,0.6111111111111112,0.8888888888888888,0.22770984151236254,0.3657228320621177
xlmr-xlm-roberta-large-MOCK,train_short,64,en,0.9537037037037037,0.03207501495497922,0.40847820609725366,0.01385553367102845,3,36,raw,0.8888888888888888,1.0,0.35209235209235207,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,128,en,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,256,en,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,512,en,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,fr,0.4537037037037037,0.01603750747748961,0.18009935390887766,0.005841911960507711,3,36,raw,0.3055555555555556,0.6388888888888888,0.1025784202569917,0.2235577222341928
xlmr-xlm-roberta-large-MOCK,train_short,32,fr,0.7314814814814815,0.01603750747748965,0.3116654069035021,0.006442589432561002,3,36,raw,0.5833333333333334,0.8756944444444438,0.22286556036556038,0.3627056078841793
xlmr-xlm-roberta-large-MOCK,train_short,64,fr,0.9166666666666666,0.02777777777777779,0.3929579239103049,0.011472887991087496,3,36,raw,0.8333333333333334,1.0,0.3401190476190476,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,128,fr,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.9166666666666666,1.0,0.3576814058956916,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,256,fr,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,512,fr,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,hu,0.5648148148148149,0.016037507477489596,0.24286974048878804,0.006862229569349239,3,36,raw,0.4020833333333335,0.75,0.17173086173086174,0.29953231292517
xlmr-xlm-roberta-large-MOCK,train_short,32,hu,0.7037037037037037,0.04243125643477629,0.2974884903456332,0.02067412585452002,3,36,raw,0.5687500000000002,0.8333333333333334,0.2040405692191407,0.3451753933896791
xlmr-xlm-roberta-large-MOCK,train_short,64,hu,0.8796296296296297,0.03207501495497916,0.3761400856638952,0.014410016693757542,3,36,raw,0.75,0.9722222222222222,0.279191403834261,0.4105517762660619
xlmr-xlm-roberta-large-MOCK,train_short,128,hu,0.9444444444444443,0.0,0.4043839758125472,0.0,3,36,raw,0.8333333333333334,1.0,0.3308730158730159,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,256,hu,0.9814814814814815,0.01603750747748965,0.420508944318468,0.006982316180675719,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,512,hu,1.0,0.0,0.42857142857142855,0.0,3,36,raw,1.0,1.0,0.38095238095238093,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,it,0.7222222222222222,0.0,0.30663093520236373,0.004609392750187581,3,36,raw,0.596527777777778,0.8888888888888888,0.22334389525040785,0.36488828864879286
xlmr-xlm-roberta-large-MOCK,train_short,32,it,0.8703703703703703,0.04243125643477625,0.371453766691862,0.01903112750745037,3,36,raw,0.7222222222222222,0.9444444444444444,0.2689617463146875,0.40135113894042457
xlmr-xlm-roberta-large-MOCK,train_short,64,it,0.9259259259259259,0.016037507477489596,0.3966742252456538,0.006697771101096227,3,36,raw,0.8333333333333334,1.0,0.3171230158730159,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,128,it,0.9351851851851851,0.016037507477489565,0.400352733686067,0.006982316180675719,3,36,raw,0.8333333333333334,1.0,0.3171230158730159,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,256,it,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.9166666666666666,1.0,0.3492063492063492,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,512,it,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.9166666666666666,1.0,0.350225468975469,0.42857142857142855
xlmr-xlm-roberta-large-MOCK,train_short,16,nl,0.5555555555555555,0.07349309197401642,0.24363273410892453,0.028153986652938987,3,36,raw,0.3611111111111111,0.6666666666666666,0.1508649198648093,0.27929623617123617
xlmr-xlm-roberta-large-MOCK,train_short,32,nl,0.7037037037037037,0.016037507477489596,0.2991582491582491,0.010379165624860485,3,36,raw,0.5277777777777778,0.8201388888888883,0.22828007970865113,0.3446358139215282
xlmr-xlm-roberta-large-MOCK,train_short,64,nl,0.898148148148148,0.016037507477489596,0.3827252112966398,0.007236218587245718,3,36,raw,0.7777777777777778,0.9722222222222222,0.3007942874119345,0.4166955266955267
xlmr-xlm-roberta-large-MOCK,train_short,128,nl,0.9722222222222222,0.0,0.4164777021919879,0.0,3,36,raw,0.8888888888888888,1.0,0.3442857142857143,0.42857142857142855
