metric,lang,lp,k,m,condition,severity,family,positions,chain_step,chain_plan,doc_id,family_id,block_id,n_tokens_src,n_tokens_tgt,truncated,S,s_1,s_2,s_3,s_4,s_5,s_6
cometkiwi,de,en-de_DE,6,2,minor_accuracy,minor,accuracy,"0,3",2,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.5140171647071838,0.7889728546142578,0.8077958822250366,0.7538847327232361,0.5899872183799744,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,3,minor_accuracy,minor,accuracy,"0,1,3",3,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.4944070875644684,0.7889728546142578,0.785414457321167,0.7538847327232361,0.5899872183799744,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,4,minor_accuracy,minor,accuracy,"0,1,2,3",4,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.48484793305397034,0.7889728546142578,0.785414457321167,0.71054607629776,0.5899872183799744,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,5,minor_accuracy,minor,accuracy,"0,1,2,3,4",5,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.4584886431694031,0.7889728546142578,0.785414457321167,0.71054607629776,0.5899872183799744,0.6375341415405273,0.8209083080291748
cometkiwi,de,en-de_DE,6,6,minor_accuracy,minor,accuracy,"0,1,2,3,4,5",6,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.43984198570251465,0.7889728546142578,0.785414457321167,0.71054607629776,0.5899872183799744,0.6375341415405273,0.7397494316101074
cometkiwi,de,en-de_DE,6,1,minor_fluency,minor,fluency,0,1,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.49057528376579285,0.7569248676300049,0.8077958822250366,0.7538847327232361,0.6796956062316895,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,2,minor_fluency,minor,fluency,"0,3",2,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.48355546593666077,0.7569248676300049,0.8077958822250366,0.7538847327232361,0.5448604822158813,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,3,minor_fluency,minor,fluency,"0,1,3",3,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.4774833619594574,0.7569248676300049,0.7918607592582703,0.7538847327232361,0.5448604822158813,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,4,minor_fluency,minor,fluency,"0,1,2,3",4,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.47157031297683716,0.7569248676300049,0.7918607592582703,0.7350221872329712,0.5448604822158813,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,5,minor_fluency,minor,fluency,"0,1,2,3,4",5,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.44219574332237244,0.7569248676300049,0.7918607592582703,0.7350221872329712,0.5448604822158813,0.6264926195144653,0.8209083080291748
cometkiwi,de,en-de_DE,6,6,minor_fluency,minor,fluency,"0,1,2,3,4,5",6,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.41532114148139954,0.7569248676300049,0.7918607592582703,0.7350221872329712,0.5448604822158813,0.6264926195144653,0.6689430475234985
cometkiwi,de,en-de_DE,6,1,major_accuracy,major,accuracy,0,1,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.4385714828968048,0.4561581611633301,0.8077958822250366,0.7538847327232361,0.6796956062316895,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,2,major_accuracy,major,accuracy,"0,3",2,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.4177887737751007,0.4561581611633301,0.8077958822250366,0.7538847327232361,0.3915523886680603,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,3,major_accuracy,major,accuracy,"0,1,3",3,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3610808253288269,0.4561581611633301,0.38023802638053894,0.7538847327232361,0.3915523886680603,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,4,major_accuracy,major,accuracy,"0,1,2,3",4,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3527497947216034,0.4561581611633301,0.38023802638053894,0.35505637526512146,0.3915523886680603,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,5,major_accuracy,major,accuracy,"0,1,2,3,4",5,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3414384722709656,0.4561581611633301,0.38023802638053894,0.35505637526512146,0.3915523886680603,0.33667799830436707,0.8209083080291748
cometkiwi,de,en-de_DE,6,6,major_accuracy,major,accuracy,"0,1,2,3,4,5",6,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3370918333530426,0.4561581611633301,0.38023802638053894,0.35505637526512146,0.3915523886680603,0.33667799830436707,0.3936704993247986
cometkiwi,de,en-de_DE,6,1,major_fluency,major,fluency,0,1,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3822801113128662,0.4316197633743286,0.8077958822250366,0.7538847327232361,0.6796956062316895,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,2,major_fluency,major,fluency,"0,3",2,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.37193453311920166,0.4316197633743286,0.8077958822250366,0.7538847327232361,0.38844379782676697,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,3,major_fluency,major,fluency,"0,1,3",3,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.33808988332748413,0.4316197633743286,0.42860475182533264,0.7538847327232361,0.38844379782676697,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,4,major_fluency,major,fluency,"0,1,2,3",4,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3228203058242798,0.4316197633743286,0.42860475182533264,0.3471978008747101,0.38844379782676697,0.7863960266113281,0.8209083080291748
cometkiwi,de,en-de_DE,6,5,major_fluency,major,fluency,"0,1,2,3,4",5,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.32979902625083923,0.4316197633743286,0.42860475182533264,0.3471978008747101,0.38844379782676697,0.3284580111503601,0.8209083080291748
cometkiwi,de,en-de_DE,6,6,major_fluency,major,fluency,"0,1,2,3,4,5",6,"0,3,1,2,4,5",ee1b935e48054103,de_ee1b935e48054103_18,de_ee1b935e48054103_18_k6,411,449,False,0.3203544318675995,0.4316197633743286,0.42860475182533264,0.3471978008747101,0.38844379782676697,0.3284580111503601,0.33977290987968445
cometkiwi,de,en-de_DE,1,0,none,,,,0,"3,1,0,2,4,5",7613e365e6c0bd1c,de_7613e365e6c0bd1c_0,de_7613e365e6c0bd1c_0_k1,64,70,False,0.8376381993293762,0.8376381993293762,,,,,
cometkiwi,de,en-de_DE,2,0,none,,,,0,"3,1,0,2,4,5",7613e365e6c0bd1c,de_7613e365e6c0bd1c_0,de_7613e365e6c0bd1c_0_k2,68,76,False,0.8312153220176697,0.8376381993293762,0.7549558877944946,,,,
cometkiwi,de,en-de_DE,3,0,none,,,,0,"3,1,0,2,4,5",7613e365e6c0bd1c,de_7613e365e6c0bd1c_0,de_7613e365e6c0bd1c_0_k3,78,87,False,0.8319914937019348,0.8376381993293762,0.7549558877944946,0.8187618255615234,,,
cometkiwi,de,en-de_DE,4,0,none,,,,0,"3,1,0,2,4,5",7613e365e6c0bd1c,de_7613e365e6c0bd1c_0,de_7613e365e6c0bd1c_0_k4,83,92,False,0.8310081362724304,0.8376381993293762,0.7549558877944946,0.8187618255615234,0.8625826835632324,,
cometkiwi,de,en-de_DE,6,0,none,,,,0,"3,1,0,2,4,5",7613e365e6c0bd1c,de_7613e365e6c0bd1c_0,de_7613e365e6c0bd1c_0_k6,120,128,False,0.827319860458374,0.8376381993293762,0.7549558877944946,0.8187618255615234,0.8625826835632324,0.8462586402893066,0.8354710340499878
cometkiwi,de,en-de_DE,1,0,none,,,,0,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k1,9,13,False,0.8389515280723572,0.8389515280723572,,,,,
cometkiwi,de,en-de_DE,1,1,minor_accuracy,minor,accuracy,0,3,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k1,9,13,False,0.6966348886489868,0.6966348886489868,,,,,
cometkiwi,de,en-de_DE,1,1,minor_fluency,minor,fluency,0,3,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k1,9,13,False,0.4825751483440399,0.4825751483440399,,,,,
cometkiwi,de,en-de_DE,1,1,major_accuracy,major,accuracy,0,3,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k1,9,13,False,0.4155820310115814,0.4155820310115814,,,,,
cometkiwi,de,en-de_DE,1,1,major_fluency,major,fluency,0,3,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k1,9,13,False,0.5243731141090393,0.5243731141090393,,,,,
cometkiwi,de,en-de_DE,2,0,none,,,,0,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k2,18,22,False,0.8519015312194824,0.8389515280723572,0.8276740312576294,,,,
cometkiwi,de,en-de_DE,2,1,minor_accuracy,minor,accuracy,0,3,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k2,18,22,False,0.8172111511230469,0.6966348886489868,0.8276740312576294,,,,
cometkiwi,de,en-de_DE,2,2,minor_accuracy,minor,accuracy,"0,1",4,"2,5,0,1,3,4",eaf3d11cd148a7be,de_eaf3d11cd148a7be_0,de_eaf3d11cd148a7be_0_k2,18,22,False,0.49425455927848816,0.6966348886489868,0.44823798537254333,,,,
