metric,k,mean_S,ci_lo,ci_hi,n_docs,n
mock,1,0.8484915300987362,0.8412859021150666,0.8556971580824059,37,60
mock,2,0.8463625921100455,0.8398434499025313,0.8528817343175596,37,60
mock,4,0.8475321943575624,0.8423179999097616,0.8527463888053632,37,60
